Model,Enzyme,Descriptor,Phase,PRC,REC,ACC,F1-Score,AUC,MCC
SVC,HIV-1 IN,PC,Train,0.490084985835694,0.2728706624605678,0.5447443181818182,0.3505572441742654,0.5201562614628421,0.046274475586312
SVC,HIV-1 IN,PC,Validation,0.4715447154471545,0.2735849056603773,0.5340425531914894,0.3462686567164179,0.5108234605821267,0.0245051082782312
SVC,HIV-1 IN,PC,Test,0.4509803921568627,0.2119815668202765,0.5170212765957447,0.2884012539184953,0.4953188466512449,-0.0113226738144863
SVC,HIV-1 IN,PC,Train,0.4772036474164133,0.2476340694006309,0.5390625,0.3260643821391485,0.5127059235892043,0.0298773911526441
SVC,HIV-1 IN,PC,Validation,0.4615384615384615,0.2547169811320754,0.5297872340425532,0.3282674772036474,0.5052654673102238,0.0121189338913908
SVC,HIV-1 IN,PC,Test,0.4591836734693877,0.2073732718894009,0.5212765957446809,0.2857142857142857,0.4989435529407479,-0.0025928855888006
SVC,HIV-1 IN,PC,Train,0.4797979797979798,0.1496062992125984,0.5436479772888574,0.2280912364945978,0.5082656819060408,0.0236679890654008
SVC,HIV-1 IN,PC,Validation,0.6307692307692307,0.1943127962085308,0.5863539445628998,0.2971014492753623,0.5506447701972886,0.1458372009296928
SVC,HIV-1 IN,PC,Test,0.5098039215686274,0.1198156682027649,0.5404255319148936,0.1940298507462686,0.5105007194768765,0.0336625553296242
SVC,HIV-1 IN,PC,Train,0.51875,0.2614173228346457,0.5578424414478353,0.3476439790575916,0.5312254572829558,0.0741664030175711
SVC,HIV-1 IN,PC,Validation,0.4018691588785046,0.2037914691943128,0.5053304904051172,0.270440251572327,0.4778647268452184,-0.0524831372688368
SVC,HIV-1 IN,PC,Test,0.4368932038834951,0.2073732718894009,0.5106382978723404,0.28125,0.4890621300158467,-0.0263633888525368
